文件名,目录,文件类型,扩展名,大小(KB),修改时间,关联文件,图片数量,备注,完整路径,云端链接
课时43_第九章随机抽样_9.2.2总体取值规律的估计 二-教案【公众号dc008免费分享】.pdf,必修二\第九章统计\9.2 用样本估计总体,pdf,.pdf,602.74,2022/8/27 17:34,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.2 用样本估计总体/课时43_第九章随机抽样_9.2.2总体取值规律的估计 二-教案【公众号dc008免费分享】.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.2 用样本估计总体/课时43_第九章随机抽样_9.2.2总体取值规律的估计 二-教案【公众号dc008免费分享】.pdf
课时44_第九章随机抽样_9.2.2总体百分位数的估计-教案【公众号dc008免费分享】 (2).md,必修二\第九章统计\9.2 用样本估计总体,md,.md,9.76,2026/4/19 12:22,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.2 用样本估计总体/课时44_第九章随机抽样_9.2.2总体百分位数的估计-教案【公众号dc008免费分享】 (2).md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.2 用样本估计总体/课时44_第九章随机抽样_9.2.2总体百分位数的估计-教案【公众号dc008免费分享】 (2).md
课时44_第九章随机抽样_9.2.2总体百分位数的估计-教案【公众号dc008免费分享】 (3).md,必修二\第九章统计\9.2 用样本估计总体,md,.md,12.6,2026/4/19 12:20,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.2 用样本估计总体/课时44_第九章随机抽样_9.2.2总体百分位数的估计-教案【公众号dc008免费分享】 (3).md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.2 用样本估计总体/课时44_第九章随机抽样_9.2.2总体百分位数的估计-教案【公众号dc008免费分享】 (3).md
课时44_第九章随机抽样_9.2.2总体百分位数的估计-教案【公众号dc008免费分享】.md,必修二\第九章统计\9.2 用样本估计总体,md,.md,12.2,2026/4/19 12:19,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.2 用样本估计总体/课时44_第九章随机抽样_9.2.2总体百分位数的估计-教案【公众号dc008免费分享】.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.2 用样本估计总体/课时44_第九章随机抽样_9.2.2总体百分位数的估计-教案【公众号dc008免费分享】.md
课时44_第九章随机抽样_9.2.2总体百分位数的估计-教案【公众号dc008免费分享】.pdf,必修二\第九章统计\9.2 用样本估计总体,pdf,.pdf,1352.5,2022/8/27 17:34,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.2 用样本估计总体/课时44_第九章随机抽样_9.2.2总体百分位数的估计-教案【公众号dc008免费分享】.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.2 用样本估计总体/课时44_第九章随机抽样_9.2.2总体百分位数的估计-教案【公众号dc008免费分享】.pdf
课时45_第九章随机抽样_9.2.3总体集中趋势的估计-教案【公众号dc008免费分享】.pdf,必修二\第九章统计\9.2 用样本估计总体,pdf,.pdf,334.78,2022/8/27 17:35,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.2 用样本估计总体/课时45_第九章随机抽样_9.2.3总体集中趋势的估计-教案【公众号dc008免费分享】.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.2 用样本估计总体/课时45_第九章随机抽样_9.2.3总体集中趋势的估计-教案【公众号dc008免费分享】.pdf
课时46_第九章随机抽样_9.2.4总体离散程度的估计-教案【公众号dc008免费分享】.pdf,必修二\第九章统计\9.2 用样本估计总体,pdf,.pdf,1274.94,2022/8/27 17:35,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.2 用样本估计总体/课时46_第九章随机抽样_9.2.4总体离散程度的估计-教案【公众号dc008免费分享】.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.2 用样本估计总体/课时46_第九章随机抽样_9.2.4总体离散程度的估计-教案【公众号dc008免费分享】.pdf
0628高一数学(人教A版)-统计案例1教案 (2).docx,必修二\第九章统计\9.3 统计案例 公司员工的肥胖情况调查分析,docx,.docx,2460.59,2026/2/6 23:09,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/0628高一数学(人教A版)-统计案例1教案 (2).docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/0628高一数学(人教A版)-统计案例1教案 (2).docx
0628高一数学(人教A版)-统计案例1教案 (2).md,必修二\第九章统计\9.3 统计案例 公司员工的肥胖情况调查分析,md,.md,19.91,2026/4/19 11:43,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/0628高一数学(人教A版)-统计案例1教案 (2).md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/0628高一数学(人教A版)-统计案例1教案 (2).md
0628高一数学(人教A版)-统计案例1教案.docx,必修二\第九章统计\9.3 统计案例 公司员工的肥胖情况调查分析,docx,.docx,2460.59,2026/2/6 22:48,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/0628高一数学(人教A版)-统计案例1教案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/0628高一数学(人教A版)-统计案例1教案.docx
0628高一数学(人教A版)-统计案例1教案.md,必修二\第九章统计\9.3 统计案例 公司员工的肥胖情况调查分析,md,.md,19.91,2026/4/19 11:44,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/0628高一数学(人教A版)-统计案例1教案.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/0628高一数学(人教A版)-统计案例1教案.md
0628高一数学(人教A版)-统计案例3学习任务单.docx,必修二\第九章统计\9.3 统计案例 公司员工的肥胖情况调查分析,docx,.docx,13.68,2026/2/6 23:08,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/0628高一数学(人教A版)-统计案例3学习任务单.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/0628高一数学(人教A版)-统计案例3学习任务单.docx
0628高一数学(人教A版)-统计案例3学习任务单.md,必修二\第九章统计\9.3 统计案例 公司员工的肥胖情况调查分析,md,.md,2.33,2026/4/19 11:44,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/0628高一数学(人教A版)-统计案例3学习任务单.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/0628高一数学(人教A版)-统计案例3学习任务单.md
9.3 统计案例 公司员工的肥胖情况调查分析.md,必修二\第九章统计\9.3 统计案例 公司员工的肥胖情况调查分析,md,.md,11.83,2026/4/19 12:30,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/9.3 统计案例 公司员工的肥胖情况调查分析.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/9.3 统计案例 公司员工的肥胖情况调查分析.md
9.3+统计案例+公司员工的肥胖情况调查分析.pdf,必修二\第九章统计\9.3 统计案例 公司员工的肥胖情况调查分析,pdf,.pdf,732.97,2026/2/15 15:36,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/9.3+统计案例+公司员工的肥胖情况调查分析.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/9.3+统计案例+公司员工的肥胖情况调查分析.pdf
统计案例公司员工的肥胖情况调查分析（教学设计）.doc,必修二\第九章统计\9.3 统计案例 公司员工的肥胖情况调查分析,doc,.doc,154,2026/2/15 15:37,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/统计案例公司员工的肥胖情况调查分析（教学设计）.doc,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/统计案例公司员工的肥胖情况调查分析（教学设计）.doc
统计案例公司员工的肥胖情况调查分析（教学设计）.docx,必修二\第九章统计\9.3 统计案例 公司员工的肥胖情况调查分析,docx,.docx,102.95,2026/4/19 14:53,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/统计案例公司员工的肥胖情况调查分析（教学设计）.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/统计案例公司员工的肥胖情况调查分析（教学设计）.docx
统计案例公司员工的肥胖情况调查分析（教学设计）.md,必修二\第九章统计\9.3 统计案例 公司员工的肥胖情况调查分析,md,.md,11.71,2026/4/19 14:56,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/统计案例公司员工的肥胖情况调查分析（教学设计）.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第九章统计/9.3 统计案例 公司员工的肥胖情况调查分析/统计案例公司员工的肥胖情况调查分析（教学设计）.md
0628高一数学(人教A版)随机事件与概率(第一课时)1教案 (2).docx,必修二\第十章概率\10.1 随机事件与概率,docx,.docx,252.79,2026/2/6 23:08,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.1 随机事件与概率/0628高一数学(人教A版)随机事件与概率(第一课时)1教案 (2).docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.1 随机事件与概率/0628高一数学(人教A版)随机事件与概率(第一课时)1教案 (2).docx
0628高一数学(人教A版)随机事件与概率(第一课时)1教案 (2).md,必修二\第十章概率\10.1 随机事件与概率,md,.md,36.02,2026/4/19 11:44,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.1 随机事件与概率/0628高一数学(人教A版)随机事件与概率(第一课时)1教案 (2).md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.1 随机事件与概率/0628高一数学(人教A版)随机事件与概率(第一课时)1教案 (2).md
0628高一数学(人教A版)随机事件与概率(第一课时)1教案.docx,必修二\第十章概率\10.1 随机事件与概率,docx,.docx,252.79,2026/2/6 22:48,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.1 随机事件与概率/0628高一数学(人教A版)随机事件与概率(第一课时)1教案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.1 随机事件与概率/0628高一数学(人教A版)随机事件与概率(第一课时)1教案.docx
0628高一数学(人教A版)随机事件与概率(第一课时)1教案.md,必修二\第十章概率\10.1 随机事件与概率,md,.md,36.02,2026/4/19 11:44,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.1 随机事件与概率/0628高一数学(人教A版)随机事件与概率(第一课时)1教案.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.1 随机事件与概率/0628高一数学(人教A版)随机事件与概率(第一课时)1教案.md
0629高一数学(人教A版)随机事件与概率(第二课时)教案 (2).docx,必修二\第十章概率\10.1 随机事件与概率,docx,.docx,565.86,2026/2/6 23:08,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.1 随机事件与概率/0629高一数学(人教A版)随机事件与概率(第二课时)教案 (2).docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.1 随机事件与概率/0629高一数学(人教A版)随机事件与概率(第二课时)教案 (2).docx
0629高一数学(人教A版)随机事件与概率(第二课时)教案 (2).md,必修二\第十章概率\10.1 随机事件与概率,md,.md,32.17,2026/4/19 11:44,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.1 随机事件与概率/0629高一数学(人教A版)随机事件与概率(第二课时)教案 (2).md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.1 随机事件与概率/0629高一数学(人教A版)随机事件与概率(第二课时)教案 (2).md
